# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jan  3 22:48:10 2017
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN alt_name:       Confirmed Name
# COLUMN tm_designation: 2MASS Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN koi_list_flag:  Is in KOI List?
# COLUMN last_update:    Date of Last Update
#
rowid,kepid,kepoi_name,kepler_name,alt_name,tm_designation,ra_str,ra,dec_str,dec,koi_list_flag,last_update
1925,11179076,K02497.01,Kepler-1261 b,Kepler-1261 b,2MASS J19005578+4848241,19h00m55.79s,285.232450,+48d48m24.2s,48.806721,YES,2016-05-10 0
1926,6767840,K02506.01,Kepler-1262 b,Kepler-1262 b,2MASS J19150523+4212475,19h15m05.24s,288.771820,+42d12m47.6s,42.213219,YES,2016-05-10 0
1927,9880190,K02509.01,Kepler-1263 b,Kepler-1263 b,2MASS J19055607+4645094,19h05m56.07s,286.483640,+46d45m09.4s,46.752621,YES,2016-05-10 0
1928,8947520,K02517.01,Kepler-1264 b,Kepler-1264 b,2MASS J19193225+4512414,19h19m32.25s,289.884370,+45d12m41.4s,45.211498,YES,2016-05-10 0
1929,10059645,K02520.01,Kepler-1265 b,Kepler-1265 b,2MASS J18582058+4704463,18h58m20.59s,284.585780,+47d04m46.3s,47.079529,YES,2016-05-10 0
1930,7183745,K02521.01,Kepler-1266 b,Kepler-1266 b,2MASS J19032862+4243411,19h03m28.63s,285.869290,+42d43m41.1s,42.728088,YES,2016-05-10 0
1931,7778767,K02523.01,Kepler-1267 b,Kepler-1267 b,2MASS J19564068+4326279,19h56m40.69s,299.169530,+43d26m27.9s,43.441090,YES,2016-05-10 0
1932,7515762,K02524.01,Kepler-1268 b,Kepler-1268 b,2MASS J19112123+4309116,19h11m21.23s,287.838470,+43d09m11.6s,43.153229,YES,2016-05-10 0
1933,9011825,K02530.01,Kepler-1269 b,Kepler-1269 b,2MASS J19111333+4520259,19h11m13.34s,287.805570,+45d20m26.0s,45.340549,YES,2016-05-10 0
1934,11074835,K02533.01,Kepler-1270 b,Kepler-1270 b,2MASS J19065175+4838430,19h06m51.75s,286.715640,+48d38m43.0s,48.645279,YES,2016-05-10 0
1935,1996180,K02534.01,Kepler-1271 b,Kepler-1271 b,2MASS J19052262+3724431,19h05m22.63s,286.344300,+37d24m43.1s,37.411968,YES,2016-05-10 0
1936,3728701,K02536.01,Kepler-1272 b,Kepler-1272 b,2MASS J19005276+3848211,19h00m52.76s,285.219850,+38d48m21.2s,38.805882,YES,2016-05-10 0
1937,8676148,K02544.01,Kepler-1273 b,Kepler-1273 b,2MASS J19031277+4452243,19h03m12.77s,285.803220,+44d52m24.3s,44.873428,YES,2016-05-10 0
1938,9696358,K02545.01,Kepler-1274 b,Kepler-1274 b,2MASS J18582249+4626591,18h58m22.49s,284.593720,+46d26m59.2s,46.449780,YES,2016-05-10 0
1939,8757824,K02552.01,Kepler-1275 b,Kepler-1275 b,2MASS J19340011+4455568,19h34m00.12s,293.500490,+44d55m56.9s,44.932461,YES,2016-05-10 0
1940,5350244,K02555.01,Kepler-1276 b,Kepler-1276 b,2MASS J19112568+4032498,19h11m25.68s,287.856990,+40d32m49.8s,40.547180,YES,2016-05-10 0
1941,5374403,K02556.01,Kepler-1277 b,Kepler-1277 b,2MASS J19402457+4034206,19h40m24.58s,295.102420,+40d34m20.6s,40.572392,YES,2016-05-10 0
1942,7259298,K02561.01,Kepler-1278 b,Kepler-1278 b,2MASS J18514966+4249322,18h51m49.67s,282.956940,+42d49m32.2s,42.825619,YES,2016-05-10 0
1943,5175024,K02563.01,Kepler-1279 b,Kepler-1279 b,2MASS J19122295+4021574,19h12m22.95s,288.095640,+40d21m57.5s,40.365971,YES,2016-05-10 0
1944,9026749,K02564.01,Kepler-1280 b,Kepler-1280 b,2MASS J19341774+4523043,19h34m17.75s,293.573940,+45d23m04.3s,45.384541,YES,2016-05-10 0
1945,11037511,K02580.01,Kepler-1281 b,Kepler-1281 b,2MASS J19412506+4830554,19h41m25.07s,295.354460,+48d30m55.4s,48.515400,YES,2016-05-10 0
1946,9827149,K02586.01,Kepler-1282 b,Kepler-1282 b,2MASS J19204228+4641540,19h20m42.28s,290.176180,+46d41m54.0s,46.698341,YES,2016-05-10 0
1947,5546691,K02587.01,Kepler-1283 b,Kepler-1283 b,2MASS J19415096+4046371,19h41m50.96s,295.462340,+40d46m37.1s,40.776970,YES,2016-05-10 0
1948,10468885,K02589.01,Kepler-1284 b,Kepler-1284 b,2MASS J19250696+4741155,19h25m06.96s,291.278990,+47d41m15.5s,47.687649,YES,2016-05-10 0
1949,8212002,K02593.01,Kepler-1285 b,Kepler-1285 b,2MASS J18472048+4409213,18h47m20.48s,281.835330,+44d09m21.3s,44.155918,YES,2016-05-10 0
1950,8004903,K02594.01,Kepler-1286 b,Kepler-1286 b,2MASS J18410201+4350087,18h41m02.01s,280.258390,+43d50m08.7s,43.835758,YES,2016-05-10 0
1951,10068659,K02602.01,Kepler-1287 b,Kepler-1287 b,2MASS J19163231+4703467,19h16m32.32s,289.134670,+47d03m46.8s,47.062988,YES,2016-05-10 0
1952,6269070,K02608.01,Kepler-1288 b,Kepler-1288 b,2MASS J19025123+4136211,19h02m51.24s,285.713500,+41d36m21.2s,41.605885,YES,2016-05-10 0
1953,5807769,K02614.01,Kepler-1289 b,Kepler-1289 b,2MASS J19453331+4102260,19h45m33.32s,296.388820,+41d02m26.0s,41.040569,YES,2016-05-10 0
1954,8025596,K02615.01,Kepler-1290 b,Kepler-1290 b,2MASS J19224445+4351346,19h22m44.46s,290.685240,+43d51m34.7s,43.859638,YES,2016-05-10 0
1955,4915638,K02617.01,Kepler-1291 b,Kepler-1291 b,2MASS J19173048+4000041,19h17m30.49s,289.377040,+40d00m04.2s,40.001160,YES,2016-05-10 0
1956,8081905,K02619.01,Kepler-1292 b,Kepler-1292 b,2MASS J18593737+4356569,18h59m37.38s,284.905730,+43d56m57.0s,43.949162,YES,2016-05-10 0
1957,10916600,K02623.01,Kepler-1293 b,Kepler-1293 b,2MASS J19200622+4820094,19h20m06.22s,290.025910,+48d20m09.4s,48.335949,YES,2016-05-10 0
1958,8429314,K02624.01,Kepler-1294 b,Kepler-1294 b,2MASS J19250434+4429174,19h25m04.34s,291.268100,+44d29m17.5s,44.488190,YES,2016-05-10 0
1959,9153570,K02625.01,Kepler-1295 b,Kepler-1295 b,2MASS J19253548+4535188,19h25m35.49s,291.397860,+45d35m18.8s,45.588558,YES,2016-05-10 0
1960,6124512,K02627.01,Kepler-1296 b,Kepler-1296 b,2MASS J19283004+4124281,19h28m30.05s,292.125210,+41d24m28.1s,41.407810,YES,2016-05-10 0
1961,10070468,K02628.01,Kepler-1297 b,Kepler-1297 b,2MASS J19194956+4701134,19h19m49.56s,289.956510,+47d01m13.4s,47.020390,YES,2016-05-10 0
1962,11337566,K02632.01,Kepler-1298 b,Kepler-1298 b,2MASS J18574145+4906224,18h57m41.46s,284.422730,+49d06m22.4s,49.106220,YES,2016-05-10 0
1963,1995519,K02634.01,Kepler-1299 b,Kepler-1299 b,2MASS J19043603+3724409,19h04m36.04s,286.150150,+37d24m40.9s,37.411369,YES,2016-05-10 0
1964,4914566,K02635.01,Kepler-1300 b,Kepler-1300 b,2MASS J19160792+4005127,19h16m07.92s,289.033020,+40d05m12.8s,40.086891,YES,2016-05-10 0
1965,6933567,K02643.01,Kepler-1301 b,Kepler-1301 b,2MASS J19062500+4226251,19h06m25.00s,286.604160,+42d26m25.1s,42.440319,YES,2016-05-10 0
1966,11962284,K02647.01,Kepler-1302 b,Kepler-1302 b,2MASS J19235741+5018290,19h23m57.42s,290.989230,+50d18m29.0s,50.308060,YES,2016-05-10 0
1967,6842682,K02649.01,Kepler-1303 b,Kepler-1303 b,2MASS J18570891+4221202,18h57m08.91s,284.287140,+42d21m20.2s,42.355610,YES,2016-05-10 0
1968,4346178,K02652.01,Kepler-1304 b,Kepler-1304 b,2MASS J19010634+3926488,19h01m06.34s,285.276430,+39d26m48.9s,39.446911,YES,2016-05-10 0
1969,9664142,K02654.01,Kepler-1305 b,Kepler-1305 b,2MASS J19492146+4620501,19h49m21.47s,297.339450,+46d20m50.1s,46.347252,YES,2016-05-10 0
1970,10018233,K02655.01,Kepler-1306 b,Kepler-1306 b,2MASS J19375480+4656451,19h37m54.80s,294.478330,+46d56m45.1s,46.945862,YES,2016-05-10 0
1971,9893318,K02660.01,Kepler-1307 b,Kepler-1307 b,2MASS J19312876+4644306,19h31m28.76s,292.869840,+46d44m30.7s,46.741859,YES,2016-05-10 0
1972,3426367,K02662.01,Kepler-1308 b,Kepler-1308 b,2MASS J19034293+3831155,19h03m42.93s,285.928890,+38d31m15.5s,38.520981,YES,2016-05-10 0
1973,5562090,K02664.01,Kepler-1309 b,Kepler-1309 b,2MASS J19545645+4045509,19h54m56.46s,298.735230,+40d45m51.0s,40.764160,YES,2016-05-10 0
1974,5513012,K02668.01,Kepler-1310 b,Kepler-1310 b,2MASS J18554080+4044244,18h55m40.81s,283.920040,+40d44m24.5s,40.740131,YES,2016-05-10 0
1975,8022489,K02674.02,Kepler-1311 b,Kepler-1311 b,2MASS J19183630+4349279,19h18m36.30s,289.651250,+43d49m27.9s,43.824421,YES,2016-05-10 0
1976,8022489,K02674.03,Kepler-1311 c,Kepler-1311 c,2MASS J19183630+4349279,19h18m36.30s,289.651250,+43d49m27.9s,43.824421,YES,2016-05-10 0
1977,5794570,K02675.01,Kepler-1312 b,Kepler-1312 b,2MASS J19315309+4102087,19h31m53.10s,292.971250,+41d02m08.8s,41.035770,YES,2016-05-10 0
1978,6779260,K02678.01,Kepler-1313 b,Kepler-1313 b,2MASS J19293325+4213597,19h29m33.25s,292.388550,+42d13m59.7s,42.233261,YES,2016-05-10 0
1979,8892303,K02688.01,Kepler-1314 b,Kepler-1314 b,2MASS J19365710+4511503,19h36m57.03s,294.237640,+45d11m49.6s,45.197105,YES,2016-05-10 0
1980,9475552,K02694.01,Kepler-1315 b,Kepler-1315 b,2MASS J19431714+4603109,19h43m17.15s,295.821440,+46d03m10.9s,46.053028,YES,2016-05-10 0
1981,5128673,K02698.01,Kepler-1316 b,Kepler-1316 b,2MASS J19552061+4017353,19h55m20.61s,298.835880,+40d17m35.3s,40.293140,YES,2016-05-10 0
1982,6690836,K02699.01,Kepler-1317 b,Kepler-1317 b,2MASS J19262685+4206574,19h26m26.85s,291.611880,+42d06m57.5s,42.115971,YES,2016-05-10 0
1983,5871985,K02703.01,Kepler-1318 b,Kepler-1318 b,2MASS J19213031+4109026,19h21m30.31s,290.376310,+41d09m02.7s,41.150742,YES,2016-05-10 0
1984,11453592,K02705.01,Kepler-1319 b,Kepler-1319 b,2MASS J19234945+4921587,19h23m49.48s,290.956150,+49d21m59.0s,49.366398,YES,2016-05-10 0
1985,5175986,K02708.01,Kepler-1320 b,Kepler-1320 b,2MASS J19134406+4022511,19h13m44.06s,288.433590,+40d22m51.2s,40.380878,YES,2016-05-10 0
1986,9837661,K02715.01,Kepler-1321 b,Kepler-1321 b,2MASS J19380686+4638274,19h38m06.86s,294.528590,+46d38m27.5s,46.640968,YES,2016-05-10 0
1987,9837661,K02715.02,Kepler-1321 c,Kepler-1321 c,2MASS J19380686+4638274,19h38m06.86s,294.528590,+46d38m27.5s,46.640968,YES,2016-05-10 0
1988,9092504,K02716.01,Kepler-1322 b,Kepler-1322 b,2MASS J19324908+4526074,19h32m49.09s,293.204530,+45d26m07.4s,45.435398,YES,2016-05-10 0
1989,9467404,K02717.01,Kepler-1323 b,Kepler-1323 b,2MASS J19312934+4605559,19h31m29.35s,292.872280,+46d05m56.0s,46.098881,YES,2016-05-10 0
1990,5184911,K02719.01,Kepler-1324 b,Kepler-1324 b,2MASS J19244439+4018403,19h24m44.39s,291.184970,+40d18m40.4s,40.311211,YES,2016-05-10 0
1991,6587105,K02721.01,Kepler-1325 b,Kepler-1325 b,2MASS J19000413+4205073,19h00m04.13s,285.017210,+42d05m07.4s,42.085381,YES,2016-05-10 0
1992,4178606,K02728.01,Kepler-1326 b,Kepler-1326 b,2MASS J19445331+3916082,19h44m53.31s,296.222140,+39d16m08.3s,39.268959,YES,2016-05-10 0
1993,12008872,K02729.01,Kepler-1327 b,Kepler-1327 b,2MASS J19161556+5027395,19h16m15.56s,289.064850,+50d27m39.5s,50.460972,YES,2016-05-10 0
1994,8415200,K02730.01,Kepler-1328 b,Kepler-1328 b,2MASS J18584209+4425039,18h58m42.09s,284.675380,+44d25m04.0s,44.417770,YES,2016-05-10 0
1995,10842192,K02736.01,Kepler-1329 b,Kepler-1329 b,2MASS J18463546+4816157,18h46m35.46s,281.647740,+48d16m15.8s,48.271049,YES,2016-05-10 0
1996,4831728,K02739.01,Kepler-1330 b,Kepler-1330 b,2MASS J19221841+3957248,19h22m18.41s,290.576720,+39d57m24.8s,39.956890,YES,2016-05-10 0
1997,5980208,K02742.01,Kepler-1331 b,Kepler-1331 b,2MASS J19481770+4113281,19h48m17.71s,297.073790,+41d13m28.1s,41.224480,YES,2016-05-10 0
1998,8095441,K02743.01,Kepler-1332 b,Kepler-1332 b,2MASS J19240686+4354492,19h24m06.86s,291.028590,+43d54m49.2s,43.913670,YES,2016-05-10 0
1999,5881813,K02744.01,Kepler-1333 b,Kepler-1333 b,2MASS J19340661+4106411,19h34m06.61s,293.527560,+41d06m41.2s,41.111439,YES,2016-05-10 0
2000,12456601,K02745.01,Kepler-1334 b,Kepler-1334 b,2MASS J19171475+5119151,19h17m14.76s,289.311490,+51d19m15.1s,51.320862,YES,2016-05-10 0
2001,6586746,K02747.01,Kepler-1335 b,Kepler-1335 b,2MASS J18592121+4204135,18h59m21.22s,284.838410,+42d04m13.6s,42.070431,YES,2016-05-10 0
2002,9962455,K02748.01,Kepler-1336 b,Kepler-1336 b,2MASS J19450665+4653594,19h45m06.65s,296.277710,+46d53m59.5s,46.899860,YES,2016-05-10 0
2003,9962455,K02748.02,Kepler-1336 c,Kepler-1336 c,2MASS J19450665+4653594,19h45m06.65s,296.277710,+46d53m59.5s,46.899860,YES,2016-05-10 0
2004,9881077,K02751.01,Kepler-1337 b,Kepler-1337 b,2MASS J19080218+4647459,19h08m02.18s,287.009090,+46d47m46.0s,46.796101,YES,2016-05-10 0
2005,6265792,K02753.01,Kepler-1338 b,Kepler-1338 b,2MASS J18561016+4141569,18h56m10.16s,284.042330,+41d41m56.9s,41.699139,YES,2016-05-10 0
2006,10905911,K02754.01,Kepler-1339 b,Kepler-1339 b,2MASS J18545899+4822242,18h54m59.00s,283.745820,+48d22m24.4s,48.373432,YES,2016-05-10 0
2007,6964929,K02756.01,Kepler-1340 b,Kepler-1340 b,2MASS J19445587+4228220,19h44m55.88s,296.232820,+42d28m22.0s,42.472790,YES,2016-05-10 0
2008,8210018,K02762.01,Kepler-1341 b,Kepler-1341 b,2MASS J18420282+4409336,18h42m02.82s,280.511750,+44d09m33.7s,44.159351,YES,2016-05-10 0
2009,7769819,K02778.01,Kepler-1342 b,Kepler-1342 b,2MASS J19480481+4325571,19h48m04.82s,297.020080,+43d25m57.2s,43.432549,YES,2016-05-10 0
2010,12164564,K02780.01,Kepler-1343 b,Kepler-1343 b,2MASS J19371068+5043313,19h37m10.69s,294.294530,+50d43m31.3s,50.725368,YES,2016-05-10 0
2011,10001368,K02785.01,Kepler-1344 b,Kepler-1344 b,2MASS J19082071+4656449,19h08m20.71s,287.086300,+46d56m44.9s,46.945808,YES,2016-05-10 0
2012,9466429,K02786.01,Kepler-1345 b,Kepler-1345 b,2MASS J19295471+4601222,19h29m54.71s,292.477970,+46d01m22.2s,46.022831,YES,2016-05-10 0
2013,8885643,K02789.01,Kepler-1346 b,Kepler-1346 b,2MASS J19272191+4510450,19h27m21.91s,291.841310,+45d10m45.0s,45.179180,YES,2016-05-10 0
2014,5652893,K02790.01,Kepler-1347 b,Kepler-1347 b,2MASS J19583830+4050378,19h58m38.31s,299.659610,+40d50m37.9s,40.843849,YES,2016-05-10 0
2015,11662184,K02791.01,Kepler-1348 b,Kepler-1348 b,2MASS J19282099+4947195,19h28m20.99s,292.087460,+49d47m19.5s,49.788761,YES,2016-05-10 0
2016,11127479,K02792.01,Kepler-1349 b,Kepler-1349 b,2MASS J19052120+4844387,19h05m21.20s,286.338350,+48d44m38.8s,48.744099,YES,2016-05-10 0
2017,9823519,K02793.01,Kepler-1350 b,Kepler-1350 b,2MASS J19130013+4640465,19h13m00.14s,288.250580,+46d40m46.6s,46.679611,YES,2016-05-10 0
2018,9823519,K02793.02,Kepler-1350 c,Kepler-1350 c,2MASS J19130013+4640465,19h13m00.14s,288.250580,+46d40m46.6s,46.679611,YES,2016-05-10 0
2019,6697756,K02798.01,Kepler-1351 b,Kepler-1351 b,2MASS J19342609+4211516,19h34m26.10s,293.608730,+42d11m51.7s,42.197681,YES,2016-05-10 0
2020,11135308,K02805.01,Kepler-1352 b,Kepler-1352 b,2MASS J19224649+4842053,19h22m46.50s,290.693730,+48d42m05.3s,48.701481,YES,2016-05-10 0
2021,7047824,K02806.01,Kepler-1353 b,Kepler-1353 b,2MASS J19425648+4234345,19h42m56.48s,295.735350,+42d34m34.5s,42.576248,YES,2016-05-10 0
2022,2442448,K02812.01,Kepler-1354 b,Kepler-1354 b,2MASS J19245884+3745326,19h24m58.84s,291.245180,+37d45m32.6s,37.759060,YES,2016-05-10 0
2023,11283615,K02816.01,Kepler-1355 b,Kepler-1355 b,2MASS J18545793+4904047,18h54m57.94s,283.741420,+49d04m04.7s,49.067982,YES,2016-05-10 0
2024,7605093,K02817.01,Kepler-1356 b,Kepler-1356 b,2MASS J19235888+4314381,19h23m58.89s,290.995360,+43d14m38.2s,43.243938,YES,2016-05-10 0
2025,11963206,K02820.01,Kepler-1357 b,Kepler-1357 b,2MASS J19261154+5021119,19h26m11.54s,291.548100,+50d21m11.9s,50.353310,YES,2016-05-10 0
2026,7428736,K02827.01,Kepler-1358 b,Kepler-1358 b,2MASS J19044093+4300320,19h04m40.93s,286.170530,+43d00m32.1s,43.008911,YES,2016-05-10 0
2027,6436029,K02828.01,Kepler-1359 b,Kepler-1359 b,2MASS J19180931+4153341,19h18m09.32s,289.538820,+41d53m34.1s,41.892818,YES,2016-05-10 0
2028,9244508,K02830.01,Kepler-1360 b,Kepler-1360 b,2MASS J20012257+4537235,20h01m22.57s,300.344060,+45d37m23.6s,45.623219,YES,2016-05-10 0
2029,9995402,K02832.01,Kepler-1361 b,Kepler-1361 b,2MASS J18541567+4654153,18h54m15.67s,283.565310,+46d54m15.3s,46.904251,YES,2016-05-10 0
2030,5609593,K02834.01,Kepler-1362 b,Kepler-1362 b,2MASS J19140925+4052375,19h14m09.25s,288.538540,+40d52m37.6s,40.877110,YES,2016-05-10 0
2031,11414465,K02836.01,Kepler-1363 b,Kepler-1363 b,2MASS J19475917+4915231,19h47m59.17s,296.996550,+49d15m23.1s,49.256420,YES,2016-05-10 0
2032,11565924,K02837.01,Kepler-1364 b,Kepler-1364 b,2MASS J19403652+4935153,19h40m36.53s,295.152190,+49d35m15.4s,49.587601,YES,2016-05-10 0
2033,6607357,K02838.01,Kepler-1365 b,Kepler-1365 b,2MASS J19284793+4202459,19h28m47.93s,292.199710,+42d02m45.9s,42.046089,YES,2016-05-10 0
2034,6607357,K02838.02,Kepler-1365 c,Kepler-1365 c,2MASS J19284793+4202459,19h28m47.93s,292.199710,+42d02m45.9s,42.046089,YES,2016-05-10 0
2035,6186964,K02839.01,Kepler-1366 b,Kepler-1366 b,2MASS J19001557+4133175,19h00m15.58s,285.064910,+41d33m17.5s,41.554871,YES,2016-05-10 0
2036,10591855,K02845.01,Kepler-1367 b,Kepler-1367 b,2MASS J19133996+4752434,19h13m39.97s,288.416530,+47d52m43.4s,47.878731,YES,2016-05-10 0
2037,6294819,K02852.01,Kepler-1368 b,Kepler-1368 b,2MASS J19390407+4138408,19h39m04.07s,294.766970,+41d38m40.8s,41.644680,YES,2016-05-10 0
2038,5688910,K02856.01,Kepler-1369 b,Kepler-1369 b,2MASS J19031133+4056102,19h03m11.34s,285.797240,+40d56m10.2s,40.936180,YES,2016-05-10 0
2039,6345732,K02857.01,Kepler-1370 b,Kepler-1370 b,2MASS J18581576+4146425,18h58m15.76s,284.565670,+41d46m42.5s,41.778481,YES,2016-05-10 0
2040,6345732,K02857.02,Kepler-1370 c,Kepler-1370 c,2MASS J18581576+4146425,18h58m15.76s,284.565670,+41d46m42.5s,41.778481,YES,2016-05-10 0
2041,10397751,K02859.01,Kepler-1371 b,Kepler-1371 b,2MASS J19151953+4733071,19h15m19.53s,288.831360,+47d33m07.2s,47.551991,YES,2016-05-10 0
2042,10397751,K02859.02,Kepler-1371 c,Kepler-1371 c,2MASS J19151953+4733071,19h15m19.53s,288.831360,+47d33m07.2s,47.551991,YES,2016-05-10 0
2043,8681833,K02865.01,Kepler-1372 b,Kepler-1372 b,2MASS J19153279+4450223,19h15m32.79s,288.886630,+44d50m22.4s,44.839550,YES,2016-05-10 0
2044,4138951,K02866.01,Kepler-1373 b,Kepler-1373 b,2MASS J19030049+3914571,19h03m00.49s,285.752040,+39d14m57.2s,39.249210,YES,2016-05-10 0
2045,8884274,K02868.01,Kepler-1374 b,Kepler-1374 b,2MASS J19252399+4510201,19h25m24.00s,291.349980,+45d10m20.2s,45.172272,YES,2016-05-10 0
2046,7767162,K02869.01,Kepler-1375 b,Kepler-1375 b,2MASS J19451045+4324117,19h45m10.45s,296.293550,+43d24m11.8s,43.403271,YES,2016-05-10 0
2047,7019524,K02877.01,Kepler-1376 b,Kepler-1376 b,2MASS J19075002+4232289,19h07m50.03s,286.958440,+42d32m29.0s,42.541382,YES,2016-05-10 0
2048,9825174,K02880.01,Kepler-1377 b,Kepler-1377 b,2MASS J19164690+4639061,19h16m46.91s,289.195470,+46d39m06.1s,46.651699,YES,2016-05-10 0
2049,5209845,K02883.01,Kepler-1378 b,Kepler-1378 b,2MASS J19492959+4021590,19h49m29.60s,297.373320,+40d21m59.0s,40.366402,YES,2016-05-10 0
2050,6129524,K02886.01,Kepler-1379 b,Kepler-1379 b,2MASS J19344091+4124368,19h34m40.91s,293.670470,+41d24m36.9s,41.410252,YES,2016-05-10 0
2051,6937402,K02894.01,Kepler-1380 b,Kepler-1380 b,2MASS J19122785+4226255,19h12m27.85s,288.116060,+42d26m25.5s,42.440418,YES,2016-05-10 0
2052,11129258,K02898.01,Kepler-1381 b,Kepler-1381 b,2MASS J19100858+4843400,19h10m08.58s,287.535770,+48d43m40.0s,48.727791,YES,2016-05-10 0
2053,3969687,K02904.01,Kepler-1382 b,Kepler-1382 b,2MASS J19413057+3902529,19h41m30.57s,295.377380,+39d02m52.9s,39.048031,YES,2016-05-10 0
2054,6716545,K02906.01,Kepler-1383 b,Kepler-1383 b,2MASS J19514674+4211307,19h51m46.74s,297.944760,+42d11m30.8s,42.191879,YES,2016-05-10 0
2055,4483138,K02910.01,Kepler-1384 b,Kepler-1384 b,2MASS J19445164+3931373,19h44m51.64s,296.215180,+39d31m37.4s,39.527050,YES,2016-05-10 0
2056,9693006,K02913.01,Kepler-1385 b,Kepler-1385 b,2MASS J18503152+4628519,18h50m31.53s,282.631380,+46d28m52.0s,46.481110,YES,2016-05-10 0
2057,7090524,K02920.01,Kepler-1386 b,Kepler-1386 b,2MASS J18431761+4238097,18h43m17.61s,280.823390,+42d38m09.8s,42.636051,YES,2016-05-10 0
2058,7609553,K02924.01,Kepler-1387 b,Kepler-1387 b,2MASS J19294569+4312339,19h29m45.70s,292.440400,+43d12m34.0s,43.209431,YES,2016-05-10 0
2059,10122538,K02926.01,Kepler-1388 b,Kepler-1388 b,2MASS J18532065+4710283,18h53m20.65s,283.336060,+47d10m28.3s,47.174541,YES,2016-05-10 0
2060,10122538,K02926.02,Kepler-1388 c,Kepler-1388 c,2MASS J18532065+4710283,18h53m20.65s,283.336060,+47d10m28.3s,47.174541,YES,2016-05-10 0
2061,10122538,,Kepler-1388 d,Kepler-1388 d,2MASS J18532065+4710283,18h53m20.65s,283.336060,+47d10m28.3s,47.174541,YES,2016-05-10 0
2062,10122538,,Kepler-1388 e,Kepler-1388 e,2MASS J18532065+4710283,18h53m20.65s,283.336060,+47d10m28.3s,47.174541,YES,2016-05-10 0
2063,8611257,K02931.01,Kepler-1389 b,Kepler-1389 b,2MASS J19025218+4445303,19h02m52.18s,285.717410,+44d45m30.3s,44.758419,YES,2016-05-10 0
2064,10880507,K02936.01,Kepler-1390 b,Kepler-1390 b,2MASS J19543896+4814555,19h54m38.96s,298.662350,+48d14m55.5s,48.248760,YES,2016-05-10 0
2065,9838468,K02943.01,Kepler-1391 b,Kepler-1391 b,2MASS J19391944+4639345,19h39m19.44s,294.831020,+46d39m34.5s,46.659592,YES,2016-05-10 0
2066,9642292,K02946.01,Kepler-1392 b,Kepler-1392 b,2MASS J19150407+4623399,19h15m04.07s,288.766970,+46d23m39.9s,46.394421,YES,2016-05-10 0
2067,4991208,K02951.01,Kepler-1393 b,Kepler-1393 b,2MASS J18575026+4008332,18h57m50.27s,284.459470,+40d08m33.2s,40.142559,YES,2016-05-10 0
2068,8801316,K02956.01,Kepler-1394 b,Kepler-1394 b,2MASS J18534876+4505029,18h53m48.77s,283.453190,+45d05m02.9s,45.084141,YES,2016-05-10 0
2069,10471515,K02961.01,Kepler-1395 b,Kepler-1395 b,2MASS J19292101+4739511,19h29m21.01s,292.337550,+47d39m51.1s,47.664200,YES,2016-05-10 0
2070,8760040,K02963.01,Kepler-1396 b,Kepler-1396 b,2MASS J19372075+4455058,19h37m20.75s,294.336460,+44d55m05.8s,44.918289,YES,2016-05-10 0
2071,10098844,K02964.01,Kepler-1397 b,Kepler-1397 b,2MASS J19584220+4704330,19h58m42.21s,299.675870,+47d04m33.0s,47.075840,YES,2016-05-10 0
2072,11090556,K02977.01,Kepler-1398 b,Kepler-1398 b,2MASS J19392788+4838203,19h39m27.88s,294.866180,+48d38m20.3s,48.638981,YES,2016-05-10 0
2073,11090556,K02977.02,Kepler-1398 c,Kepler-1398 c,2MASS J19392788+4838203,19h39m27.88s,294.866180,+48d38m20.3s,48.638981,YES,2016-05-10 0
2074,9468551,K02980.01,Kepler-1399 b,Kepler-1399 b,2MASS J19331480+4602301,19h33m14.80s,293.311680,+46d02m30.2s,46.041710,YES,2016-05-10 0
2075,9076971,K02981.01,Kepler-1400 b,Kepler-1400 b,2MASS J19050519+4526269,19h05m05.20s,286.271670,+45d26m26.9s,45.440811,YES,2016-05-10 0
2076,5520547,K02990.01,Kepler-1401 b,Kepler-1401 b,2MASS J19095185+4045304,19h09m51.85s,287.466060,+40d45m30.4s,40.758450,YES,2016-05-10 0
2077,11244137,K02994.01,Kepler-1402 b,Kepler-1402 b,2MASS J19272347+4858052,19h27m23.47s,291.847810,+48d58m05.3s,48.968128,YES,2016-05-10 0
2078,3848275,K02995.01,Kepler-1403 b,Kepler-1403 b,2MASS J19232824+3857364,19h23m28.25s,290.867710,+38d57m36.4s,38.960121,YES,2016-05-10 0
2079,12021625,K02996.01,Kepler-1404 b,Kepler-1404 b,2MASS J19440226+5029541,19h44m02.26s,296.009430,+50d29m54.2s,50.498379,YES,2016-05-10 0
2080,4175630,K02998.01,Kepler-1405 b,Kepler-1405 b,2MASS J19424436+3915221,19h42m44.36s,295.684840,+39d15m22.1s,39.256142,YES,2016-05-10 0
